id,firstname,lastname,full_name,birthday,age,weight,height,foot,club,national_team,country_of_birth,city_of_birth,position,role,status,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,image_url,matches_played,total_shots,accurate_shots,shot_accuracy,goals,shot_conversion,penalties_taken,penalties_scored,penalty_conversion,total_passes,accurate_passes,pass_accuracy,key_passes,assists,run_attempts_with_ball,successful_runs_with_ball,perc_successful_runs_with_ball,crosses,dribbles,free_kick_shots,free_kick_crosses,aerial_duels,aerial_duels_won,perc_aerial_duels_won,ground_defensive_duels_won,loose_ball_duels,loose_balls_won,perc_loose_balls_won,sliding_tackles,interceptions,clearances,blocks,possession_regained,own_goals,gk_balls_attacked,gk_save_attempts,gk_successful_save_attempts,perc_gk_save_success,cluster,top_knn_ids
9097,lewis,dunk,lewis dunk,11/21/1991,25,88,192,right,brighton & hove albion fc,england,England,Brighton,DF,CB,Active,18000000,27000000,6/30/2025 0:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/148153-1681738992.jpg?lm=1,38,23,8,34.80%,1,4.30%,0,0,0.00%,1423,1176,82.60%,2,1,12,11,91.70%,3,15,0,1,213,123,57.70%,70,154,87,56.50%,49,258,0,6,310,4,0,0,0,0.00%,11,[134102 246866  28314  15215 144884   3433  20866  15806  14803  38532]
9123,ashley,barnes,ashley barnes,10/30/1989,27,76,186,right,burnley fc,,England,Dunkerton,FW,CF,Active,1000000,10000000,6/30/2023 0:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/63200-1516038061.jpg?lm=1,36,55,21,38.20%,9,16.40%,0,0,0.00%,409,277,67.70%,4,0,5,5,100.00%,5,23,0,0,371,87,23.50%,13,240,83,34.60%,10,48,0,11,71,0,0,0,0,0.00%,10,[  3874   3577  22933  69513  38377 293687 214654   8384   3327   8747]
9127,sam,vokes,sam vokes,10/21/1989,27,90,188,right,burnley fc,wales,England,Southampton,FW,CF,Active,450000,6000000,6/30/2024 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/48078-1464944301.jpg?lm=1,34,33,11,33.30%,5,15.20%,0,0,0.00%,175,122,69.70%,1,1,0,0,0.00%,1,4,0,0,292,151,51.70%,2,87,28,32.20%,1,25,0,3,37,0,0,0,0,0.00%,0,[521939  15192 347026 404227 520774 520774  16609 230687  51689 520774]
9164,charlie,taylor,charlie taylor,9/18/1993,23,72,185,left,burnley fc,,England,York,DF,LB,Active,3000000,7000000,6/30/2024 0:00,InterLex Sport,https://img.a.transfermarkt.technology/portrait/header/195633-1477569120.jpg?lm=1,11,0,0,0.00%,0,0.00%,0,0,0.00%,337,246,73.00%,3,0,5,5,100.00%,15,13,0,0,32,21,65.60%,10,23,12,52.20%,5,70,0,6,75,0,0,0,0,0.00%,6,[ 92947  25805   4780   3735 104937 284524  92900  50800 269188 300373]
9179,nahki,wells,nahki wells,6/1/1990,26,75,174,right,,,Bermuda,Hamilton,FW,CF,Active,1200000,5000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/173483-1524468723.jpg?lm=1,8,3,1,33.30%,0,0.00%,0,0,0.00%,17,15,88.20%,0,0,1,1,100.00%,0,0,0,0,7,0,0.00%,1,8,3,37.50%,0,1,0,1,1,0,0,0,0,0.00%,5,[447205  21025 335634 403546 259946 149846  25865 149076     56  20874]
9194,yannick,bolasie yala,yannick bolasie yala,5/24/1989,27,84,185,right,,,France,Lyon,MD,LW,Active,250000,20000000,6/30/2023 0:00,S.S.G,https://img.a.transfermarkt.technology/portrait/header/75471-1663954867.png?lm=1,16,18,6,33.30%,1,5.60%,0,0,0.00%,242,144,59.50%,2,1,18,17,94.40%,12,31,0,0,38,16,42.10%,10,34,10,29.40%,2,28,0,8,38,0,0,0,0,0.00%,15,[447223 239295  70121 277002 207001   6684   4362 239843 293862 366571]
9206,chris,wood,chris wood,12/7/1991,25,95,191,right,burnley fc,,New Zealand,Auckland,FW,CF,Active,10000000,18000000,6/30/2023 0:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/108725-1674209978.jpg?lm=1,24,38,25,65.80%,10,26.30%,0,0,0.00%,336,240,71.40%,4,1,2,1,50.00%,2,7,0,0,229,82,35.80%,2,153,48,31.40%,0,33,0,6,56,0,0,0,0,0.00%,10,[  8747 275032   3327  69513   8384  26010  38377 274435 447821  56274]
9227,matt,ritchie,matt ritchie,9/10/1989,27,71,173,left,newcastle united fc,,England,Gosport,MD,LB,Active,1800000,12000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/92469-1430210819.jpg?lm=1,35,50,14,28.00%,3,6.00%,0,0,0.00%,1057,776,73.40%,15,5,29,28,96.60%,33,32,2,13,131,36,27.50%,35,118,42,35.60%,20,128,0,30,158,0,0,0,0,0.00%,3,[ 26652  15129  14696  20689   4498  20823  26384  14806 134174   3313]
9277,steve,cook,steve cook,4/19/1991,25,82,185,right,afc bournemouth,,England,Hastings,DF,CB,Active,3000000,12000000,6/30/2024 0:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/90836-1445428686.jpg?lm=1,34,17,5,29.40%,2,11.80%,0,0,0.00%,1241,1004,80.90%,0,1,8,8,100.00%,2,0,0,0,240,151,62.90%,36,88,44,50.00%,28,252,0,4,281,0,0,0,0,0.00%,17,[  7855 340646  50007   8242   8731  55979 250805 138408 257762  21164]
9279,simon,francis,simon francis,2/16/1985,31,90,191,right,afc bournemouth,,England,Nottingham,DF,RB,Active,,2500000,,,https://img.a.transfermarkt.technology/portrait/header/13573-1445429827.jpg?lm=1,32,8,1,12.50%,0,0.00%,0,0,0.00%,1535,1204,78.40%,11,1,9,9,100.00%,41,14,0,1,262,158,60.30%,44,92,39,42.40%,16,206,0,8,224,0,0,0,0,0.00%,13,[228963   8313    254   8336  28908  94695 341973  82340  14798  21001]
9280,scott,malone,scott malone,3/25/1991,25,75,189,left,,,England,Rowley Regis,DF,LB,Active,1000000,3500000,6/30/2023 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/101682-1473234858.jpg?lm=1,22,8,2,25.00%,0,0.00%,0,0,0.00%,510,367,72.00%,2,0,19,19,100.00%,5,26,0,0,32,15,46.90%,36,38,14,36.80%,0,80,0,18,83,0,0,0,0,0.00%,6,[ 20517 403449  37726   3798  25919  21578  26084 267185  21351 101555]
9283,harry,arter,harry arter,12/28/1989,27,70,178,right,,republic of ireland,England,London,MD,CM,Active,600000,7000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/55742-1452002295.jpg?lm=1,13,11,1,9.10%,1,9.10%,0,0,0.00%,555,494,89.00%,1,0,5,4,80.00%,1,9,0,0,12,5,41.70%,9,26,13,50.00%,19,43,0,6,65,0,0,0,0,0.00%,14,[ 70123   8495   7864   3535   5290 286963 247222  20943  15823  14785]
9285,charlie,daniels,charlie daniels,9/7/1986,30,75,178,left,afc bournemouth,,England,Harlow,DF,LB,Active,,3500000,,Volenti,https://img.a.transfermarkt.technology/portrait/header/61819-1445429234.jpg?lm=1,35,17,5,29.40%,1,5.90%,0,0,0.00%,1581,1247,78.90%,9,2,42,39,92.90%,18,21,1,5,107,52,48.60%,42,83,36,43.40%,22,153,0,25,177,0,0,0,0,0.00%,9,[169002  93000  14775   4892 282438   8032   7939  22185   7885 120717]
9293,marc,pugh,marc pugh,4/2/1987,29,72,180,right,afc bournemouth,,England,Bacup,MD,LW,Active,,2000000,,GA SPORTS AGENCY,https://img.a.transfermarkt.technology/portrait/header/36939-1477038889.jpg?lm=1,20,19,5,26.30%,0,0.00%,0,0,0.00%,492,390,79.30%,3,0,4,4,100.00%,9,24,0,0,29,8,27.60%,6,36,12,33.30%,3,39,0,8,44,0,0,0,0,0.00%,15,[  4343   3599  25514   4362   6684  70121 265807 531655 239295 447223]
9380,john,stones,john stones,5/28/1994,22,75,188,right,manchester city fc,england,England,Barnsley,DF,CB,Active,30000000,60000000,6/30/2026 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/186590-1583400326.jpg?lm=1,24,13,7,53.80%,2,15.40%,0,0,0.00%,1674,1620,96.80%,0,0,1,1,100.00%,0,3,0,0,74,53,71.60%,21,37,14,37.80%,9,99,0,3,111,0,0,0,0,0.00%,17,[  8307   3300 134427  20579  20811 336829  20707  14870 275384   3496]
9403,craig,cathcart,craig cathcart,2/6/1989,27,73,188,right,watford fc,northern ireland,Northern Ireland,Belfast,DF,CB,Active,900000,5000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/59606-1452002771.jpg?lm=1,11,3,1,33.30%,0,0.00%,0,0,0.00%,250,204,81.60%,0,0,0,0,0.00%,0,2,0,1,34,14,41.20%,18,18,7,38.90%,8,56,0,1,65,0,0,0,0,0.00%,8,[  4509   8773   8498 520163  20591  86785 241647  49869   7928  20496]
9414,matt,phillips,matt phillips,3/13/1991,25,75,185,right,west bromwich albion fc,,England,Aylesbury,MD,RW,Active,1000000,9000000,6/30/2024 0:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/77274-1520417459.jpg?lm=1,30,25,8,32.00%,2,8.00%,0,0,0.00%,579,391,67.50%,12,2,27,23,85.20%,37,63,0,6,82,32,39.00%,15,55,15,27.30%,8,87,0,29,105,0,0,0,0,0.00%,13,[ 22889   3474 127534 217872 112366  25638 279555 272338   8516  25791]
9419,tom,ince,tom ince,1/30/1992,24,66,178,left,stoke city fc,,England,Stockport,MD,RW,Active,1500000,10000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/157368-1578401761.jpg?lm=1,33,60,18,30.00%,2,3.30%,0,0,0.00%,663,536,80.80%,6,0,23,19,82.60%,12,46,2,0,65,18,27.70%,25,74,27,36.50%,22,54,0,37,84,0,0,0,0,0.00%,3,[  7868 256084 134174  15456  43196  14696   3420 263614 105338   3282]
9433,james,tarkowski,james tarkowski,11/19/1992,24,81,191,right,burnley fc,,England,Manchester,DF,CB,Active,22000000,28000000,6/30/2026 0:00,,https://img.a.transfermarkt.technology/portrait/header/173504-1655979328.jpg?lm=1,31,12,5,41.70%,0,0.00%,0,0,0.00%,1028,816,79.40%,1,0,0,0,0.00%,1,6,0,0,245,158,64.50%,55,90,49,54.40%,24,239,0,2,264,0,0,0,0,0.00%,8,[15069 14689 86328  3692 21097 14857 22093 26134 77546  3346]
9532,saido,berahino,saido berahino,8/4/1993,23,83,180,right,stoke city fc,,Burundi,Bujumbura,FW,CF,Active,1000000,15000000,5/31/2024 0:00,Sync Global Sports,https://img.a.transfermarkt.technology/portrait/header/128897-1608843366.jpg?lm=1,15,8,3,37.50%,0,0.00%,1,0,0.00%,86,65,75.60%,0,1,1,1,100.00%,2,3,0,0,30,8,26.70%,1,25,7,28.00%,0,6,0,1,16,0,0,0,0,0.00%,5,[ 14788  49873  15821  28073 207002  20766   8603 293857  49907 134351]
9611,peter,gulacsi,peter gulacsi,5/6/1990,26,83,190,right,rasen ballsport leipzig,hungary,Hungary,Budapest,GK,GK,Active,6000000,13000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/57071-1613997804.jpg?lm=1,33,0,0,0.00%,0,0.00%,0,0,0.00%,758,654,86.30%,0,0,0,0,0.00%,0,0,0,0,7,5,71.40%,0,3,1,33.30%,0,40,0,0,40,0,42,147,95,64.60%,2,[19525  7910 25632 25845 54579 20632 14768 14979 21494 55951]
9615,james,chester,james chester,1/23/1989,27,79,180,right,,wales,England,Warrington,DF,CB,Active,250000,8000000,6/30/2023 0:00,YMU Group,https://img.a.transfermarkt.technology/portrait/header/73482-1456301871.jpg?lm=1,6,3,1,33.30%,0,0.00%,0,0,0.00%,305,277,90.80%,0,0,1,1,100.00%,0,4,0,0,39,20,51.30%,22,18,6,33.30%,4,34,0,0,39,0,0,0,0,0.00%,7,[ 21872 282799   4792 171283 246059   4355  14900 260250  15952 379209]
9622,liam,rosenior,liam rosenior,7/9/1984,32,77,178,right,,,England,London,DF,RB,Active,,1750000,,Distinct Football,https://img.a.transfermarkt.technology/portrait/header/s_15166_3008_2013_09_27_1.jpg?lm=1,3,2,0,0.00%,0,0.00%,0,0,0.00%,71,53,74.60%,0,0,0,0,0.00%,0,1,0,0,3,2,66.70%,2,1,1,100.00%,0,7,0,0,7,0,0,0,0,0.00%,19,[217078 396484  18544 280116  15015 224206 286381 402884 568583 447812]
9623,robbie,brady,robbie brady,1/14/1992,24,71,175,left,burnley fc,republic of ireland,Ireland,Dublin,MD,LM,Active,1000000,10000000,6/30/2023 0:00,10Ten Football,https://img.a.transfermarkt.technology/portrait/header/128229-1464868550.jpg?lm=1,19,24,5,20.80%,2,8.30%,1,1,100.00%,582,413,71.00%,7,2,11,11,100.00%,17,19,1,22,35,13,37.10%,26,50,14,28.00%,8,63,0,23,77,0,0,0,0,0.00%,4,[ 14862   4683 254189   8239 229198  51132   3353   8959  20395   4513]
9637,joshua,king,joshua king,1/15/1992,24,74,180,right,afc bournemouth,,Norway,Oslo,FW,SS,Active,6000000,20000000,6/30/2024 0:00,ROGON,https://img.a.transfermarkt.technology/portrait/header/91059-1665591450.png?lm=1,33,46,19,41.30%,6,13.00%,2,2,100.00%,636,479,75.30%,18,2,46,42,91.30%,20,105,0,0,179,74,41.30%,27,160,48,30.00%,0,54,0,20,114,0,0,0,0,0.00%,4,[ 25571  15808  25923  11156  70129 247671   7904  25410   5167 173214]
9739,jordon,ibe,jordon ibe,12/8/1995,21,81,176,right,afc bournemouth,,England,London,MD,RW,Active,300000,10000000,,PowerHause SG,https://img.a.transfermarkt.technology/portrait/header/195652-1456301478.jpg?lm=1,32,48,16,33.30%,2,4.20%,0,0,0.00%,712,563,79.10%,6,6,34,29,85.30%,14,73,0,11,23,4,17.40%,11,50,17,34.00%,0,32,0,33,49,0,0,0,0,0.00%,3,[ 25889 261127   3934 276983 286553 264989 247220   8677 284469  70156]
10108,kevin,long,kevin long,8/18/1990,26,82,187,right,burnley fc,republic of ireland,Ireland,Cork,DF,CB,Active,500000,2500000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/111114-1543493940.jpg?lm=1,16,7,1,14.30%,1,14.30%,0,0,0.00%,513,405,78.90%,1,1,0,0,0.00%,0,0,0,0,138,70,50.70%,33,57,26,45.60%,7,108,0,3,115,1,0,0,0,0.00%,8,[ 70112  15771   7302  20638 424241   8005 112377 292991  15122  20636]
10113,ahmed,benali,ahmed benali,2/7/1992,24,73,173,right,fc crotone,,England,Manchester,MD,CM,Active,1100000,3000000,6/30/2024 0:00,Gr Sports,https://img.a.transfermarkt.technology/portrait/header/121402-1602068993.jpg?lm=1,10,5,4,80.00%,1,20.00%,0,0,0.00%,368,298,81.00%,1,0,2,2,100.00%,3,12,0,3,24,8,33.30%,18,49,22,44.90%,5,28,0,2,38,0,0,0,0,0.00%,5,[256480  28123 101606 347200 326523  91502 274488 403272  15196 405977]
10131,jordan,pickford,jordan pickford,3/7/1994,22,77,185,left,everton fc,england,England,Washington,GK,GK,Active,25000000,40000000,6/30/2027 0:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/130164-1668499964.jpg?lm=1,45,0,0,0.00%,0,0.00%,0,0,0.00%,950,729,76.70%,0,0,0,0,0.00%,0,1,0,0,31,29,93.50%,1,10,7,70.00%,1,78,0,0,79,0,77,214,145,67.80%,2,[ 12242  83574 404213 214220  56038  15265  26365  14847   8094   8480]
10252,sam,clucas,sam clucas,9/25/1990,26,75,178,left,stoke city fc,,England,Lincoln,MD,CM,Active,700000,8000000,6/30/2023 0:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/122223-1520417888.jpg?lm=1,29,20,7,35.00%,3,15.00%,0,0,0.00%,763,646,84.70%,1,1,15,14,93.30%,8,8,0,8,79,31,39.20%,25,50,19,38.00%,8,93,0,8,106,0,0,0,0,0.00%,14,[367621  26389  25504 273819 247219  25800   4911 327009   4511 364644]
10663,andre,gray,andre gray,6/26/1991,25,78,180,right,watford fc,,England,Wolverhampton,FW,CF,Active,2000000,15000000,6/30/2026 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/120565-1452005716.jpg?lm=1,29,34,14,41.20%,5,14.70%,0,0,0.00%,271,200,73.80%,4,2,3,3,100.00%,3,14,0,0,74,17,23.00%,4,107,28,26.20%,4,17,0,11,49,0,0,0,0,0.00%,10,[ 20661  51013 246175   7941   3816 149054  15200  38093   5481  32636]
11063,jesus joaquin,fernandez saez de la torre,jesus joaquin fernandez saez de la torre,11/19/1993,23,70,176,left,ac milan,,Spain,Cádiz,FW,RW,Active,7000000,50000000,6/30/2025 0:00,Promoesport,https://img.a.transfermarkt.technology/portrait/header/111961-1455551677.jpg?lm=1,35,83,35,42.20%,5,6.00%,0,0,0.00%,1461,1164,79.70%,27,6,32,30,93.80%,59,75,5,7,23,6,26.10%,13,77,30,39.00%,0,63,0,37,90,0,0,0,0,0.00%,3,[ 14732   3313  99902  20823   4498  70096  20689 209086  21291 399676]
11066,raheem shaquille,sterling,raheem shaquille sterling,12/8/1994,22,69,170,right,manchester city fc,england,Jamaica,Kingston,FW,LW,Active,60000000,160000000,6/30/2027 0:00,,https://img.a.transfermarkt.technology/portrait/header/134425-1684165974.jpg?lm=1,42,90,35,38.90%,17,18.90%,1,1,100.00%,1364,1166,85.50%,24,11,52,48,92.30%,23,101,0,0,44,11,25.00%,23,160,52,32.50%,4,68,0,40,110,0,0,0,0,0.00%,4,[ 69411    118    118 209400  25622  25776  26638   7972    118    118]
11093,william,troost-ekong,william troost-ekong,9/1/1993,23,82,191,right,udinese calcio,nigeria,Netherlands,Haarlem,DF,CB,Active,3000000,5000000,6/30/2023 0:00,FA Sport,https://img.a.transfermarkt.technology/portrait/header/192875-1677595083.jpg?lm=1,3,2,0,0.00%,0,0.00%,0,0,0.00%,99,87,87.90%,0,0,0,0,0.00%,0,3,0,1,24,15,62.50%,1,3,1,33.30%,0,13,0,1,14,0,0,0,0,0.00%,19,[  8522 137143 198120  15474 423162  50806 372547 433100 485464 485464]
11095,milos,veljkovic,milos veljkovic,9/26/1995,21,77,184,right,sv werder bremen,serbia,Switzerland,Basel,DF,CB,Active,5000000,12000000,6/30/2025 0:00,LIAN Sports Group,https://img.a.transfermarkt.technology/portrait/header/202228-1660208705.jpg?lm=1,31,4,1,25.00%,1,25.00%,0,0,0.00%,1353,1115,82.40%,0,0,2,2,100.00%,3,3,0,0,131,72,55.00%,52,99,55,55.60%,7,138,0,2,145,1,0,0,0,0.00%,17,[  8889  70507 215036    159  92966 255387   3309   3970  20811   3916]
11152,moussa sidi yaya,dembele,moussa sidi yaya dembele,7/16/1987,29,88,185,left,tottenham hotspur fc,belgium,France,Pontoise,MD,CF,Active,15000000,50000000,6/30/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/229004-1672831392.jpg?lm=1,33,11,3,27.30%,0,0.00%,0,0,0.00%,1504,1408,93.60%,3,0,11,9,81.80%,2,44,0,0,44,16,36.40%,53,102,37,36.30%,14,93,0,6,116,0,0,0,0,0.00%,1,[   114 272440 260002  14938  28291  25888 135114  14754 230895   3470]
11156,marcello,trotta,marcello trotta,9/29/1992,24,85,188,left,fc crotone,,Italy,Santa Maria Capua Vetere,FW,CF,Active,300000,3500000,6/30/2024 0:00,,https://img.a.transfermarkt.technology/portrait/header/129505-1641773437.jpg?lm=1,34,62,22,35.50%,5,8.10%,3,2,66.70%,699,518,74.10%,6,2,21,20,95.20%,4,34,0,0,82,18,22.00%,21,96,38,39.60%,10,75,0,28,105,0,0,0,0,0.00%,4,[ 25923 247671   9637 173214  15808  25571   8278 105541  70129  25776]
11294,scott,arfield,scott arfield,11/1/1988,28,70,178,right,,,Scotland,Livingston,MD,CM,Active,1500000,3000000,5/31/2023 0:00,,https://img.a.transfermarkt.technology/portrait/header/55291-1596699423.jpg?lm=1,18,18,7,38.90%,2,11.10%,0,0,0.00%,347,247,71.20%,0,0,2,2,100.00%,2,23,0,0,46,10,21.70%,21,54,21,38.90%,9,58,0,12,78,0,0,0,0,0.00%,15,[224896 332605 339791  14726  21322 254898  15533 207001   9194  28965]
11669,callum,wilson,callum wilson,2/27/1992,24,66,180,right,afc bournemouth,england,England,Coventry,FW,CF,Active,18000000,30000000,6/30/2024 0:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/123682-1668090039.jpg?lm=1,28,45,21,46.70%,8,17.80%,0,0,0.00%,359,262,73.00%,3,2,8,7,87.50%,5,30,0,0,125,22,17.60%,16,146,36,24.70%,0,31,0,16,70,0,0,0,0,0.00%,10,[  6165  22202   5268  15292   4131 340386  14731  15231 278278  94764]
12242,nick,pope,nick pope,4/19/1992,24,76,192,right,burnley fc,england,England,Soham,GK,GK,Active,18000000,18000000,6/30/2026 0:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/192080-1663841362.jpg?lm=1,35,0,0,0.00%,0,0.00%,0,0,0.00%,624,471,75.50%,1,0,0,0,0.00%,0,0,0,4,24,21,87.50%,1,6,4,66.70%,1,80,0,0,81,0,97,162,127,78.40%,2,[ 83574  10131   8480   8094 404213  49855  20832  20483  14847 214220]
12536,dwight,gayle,dwight gayle,10/17/1990,26,73,177,right,west bromwich albion fc,,England,London,FW,CF,Active,900000,15000000,6/30/2024 0:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/196522-1491832035.jpg?lm=1,35,49,20,40.80%,6,12.20%,0,0,0.00%,356,285,80.10%,2,3,6,6,100.00%,3,14,0,0,188,67,35.60%,9,113,27,23.90%,8,38,0,13,64,0,0,0,0,0.00%,10,[ 20692  14760 105376  72397    382 134708  94764  25517 274435 447821]
12829,jamie,vardy,jamie vardy,1/11/1987,29,76,178,right,leicester city fc,england,England,Sheffield,FW,CF,Active,4000000,20000000,6/30/2024 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/197838-1683031278.jpg?lm=1,44,66,31,47.00%,16,24.20%,6,5,83.30%,448,301,67.20%,13,2,19,18,94.70%,21,45,0,0,265,86,32.50%,18,150,42,28.00%,14,42,0,21,72,0,0,0,0,0.00%,4,[  3450  25867  40770  14734  20479   8717  14817   8326 206314  25411]
13451,connor,goldson,connor goldson,12/18/1992,24,85,191,right,,,England,Wolverhampton,DF,CB,Active,7000000,8000000,5/31/2026 0:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/163656-1663177816.jpg?lm=1,3,2,1,50.00%,0,0.00%,0,0,0.00%,75,57,76.00%,0,0,1,0,0.00%,0,0,0,0,17,11,64.70%,5,7,5,71.40%,1,13,0,0,14,0,0,0,0,0.00%,8,[375348   4232 373350   7960  20393 278049  14887   8362  86716 240032]
13484,bamidele,alli,bamidele alli,4/11/1996,20,80,188,right,tottenham hotspur fc,england,England,Milton Keynes,MD,AM,Active,11000000,100000000,6/30/2023 0:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/207929-1665670825.png?lm=1,45,84,20,23.80%,10,11.90%,0,0,0.00%,1483,1189,80.20%,19,10,43,36,83.70%,13,129,0,0,131,43,32.80%,44,214,86,40.20%,6,132,0,35,173,0,0,0,0,0.00%,3,[265865  38021  14812 278289   7936     54 230883  16432   8317 226200]
13745,freddie,ladapo,freddie ladapo,2/1/1993,23,79,187,right,,,England,Romford,FW,CF,Active,600000,600000,6/30/2025 0:00,Full Contact,https://img.a.transfermarkt.technology/portrait/header/233998-1649405433.jpg?lm=1,1,0,0,0.00%,0,0.00%,0,0,0.00%,8,4,50.00%,0,0,0,0,0.00%,0,0,0,0,2,1,50.00%,0,1,0,0.00%,0,0,0,1,0,0,0,0,0,0.00%,0,[ 99479  62235 405602  69610 363648 354470 294697 223546   8752  79320]
14687,sokratis,papastathopoulos,sokratis papastathopoulos,6/9/1988,28,85,186,right,bv borussia 09 dortmund,,Greece,Kalamata,DF,CB,Active,1500000,28000000,6/30/2023 0:00,Konstantinos Farras,https://img.a.transfermarkt.technology/portrait/header/34322-1502448705.jpg?lm=1,30,13,4,30.80%,2,15.40%,0,0,0.00%,1760,1585,90.10%,2,0,10,10,100.00%,2,12,0,0,134,86,64.20%,48,91,55,60.40%,37,142,0,6,181,0,0,0,0,0.00%,17,[225996 235597 286380 286380 286380 286380  14991    102  25943  25553]
14688,sebastian,prodl,sebastian prodl,6/21/1987,29,97,196,right,watford fc,austria,Austria,Graz,DF,CB,Active,,4000000,,Stars & Friends,https://img.a.transfermarkt.technology/portrait/header/37981-1522230175.jpg?lm=1,23,7,1,14.30%,0,0.00%,0,0,0.00%,628,526,83.80%,0,0,2,2,100.00%,0,0,0,1,91,55,60.40%,30,57,34,59.60%,20,121,0,1,141,0,0,0,0,0.00%,7,[ 49857  86183  25641   8553  21162  71703  20808 283832 134392  19720]
14689,ronaldo,aparecido rodrigues,ronaldo aparecido rodrigues,9/10/1982,34,91,198,right,fc schalke 04,,Brazil,Londrina,DF,CB,Active,,12500000,,,https://img.a.transfermarkt.technology/portrait/header/32213-1531813371.jpg?lm=1,34,34,18,52.90%,6,17.60%,0,0,0.00%,1553,1392,89.60%,1,2,0,0,0.00%,0,14,2,0,255,190,74.50%,44,87,49,56.30%,13,235,0,3,249,0,0,0,0,0.00%,8,[  9433   3692  15069  86328  21097  14857  77546  22093  26134 263432]
14692,philipp,bargfrede,philipp bargfrede,3/3/1989,27,71,174,right,sv werder bremen,,Germany,Zeven,MD,DM,Active,200000,5000000,6/30/2023 0:00,T21plus,https://img.a.transfermarkt.technology/portrait/header/42033-1660831477.jpg?lm=1,27,15,4,26.70%,1,6.70%,0,0,0.00%,925,760,82.20%,0,1,9,9,100.00%,1,13,0,0,92,35,38.00%,59,67,35,52.20%,11,147,0,5,162,0,0,0,0,0.00%,1,[ 14863  20438  25937   3416 244357 224677  54380 356903  86828   8620]
14696,zlatko,junuzovic,zlatko junuzovic,9/26/1987,29,69,172,right,sv werder bremen,,Jugoslawien (SFR),Loznica,MD,CM,Active,,7000000,,YOU FIRST,https://img.a.transfermarkt.technology/portrait/header/31007-1601103595.png?lm=1,25,34,11,32.40%,2,5.90%,0,0,0.00%,694,529,76.20%,10,4,17,17,100.00%,18,22,0,7,37,13,35.10%,17,88,35,39.80%,22,41,0,15,82,0,0,0,0,0.00%,3,[ 15129  26652 134174   7868   9419   9227  26384  43196  14806  15456]
14703,marko,arnautovic,marko arnautovic,4/19/1989,27,83,192,right,west ham united fc,austria,Austria,Wien,FW,CF,Active,7000000,35000000,6/30/2025 0:00,,https://img.a.transfermarkt.technology/portrait/header/41384-1661268772.jpg?lm=1,34,71,33,46.50%,11,15.50%,0,0,0.00%,782,569,72.80%,13,5,17,16,94.10%,26,75,0,1,79,18,22.80%,26,155,49,31.60%,10,86,0,30,132,0,0,0,0,0.00%,3,[ 25747  69616 208696 237034  14911 105334   3563 288091 355599 276211]
14705,niclas,fullkrug,niclas fullkrug,2/9/1993,23,83,189,right,hannover 96,,Germany,Hannover,FW,CF,Active,13000000,15000000,6/30/2025 0:00,ROOF,https://img.a.transfermarkt.technology/portrait/header/75489-1660208031.jpg?lm=1,34,73,28,38.40%,11,15.10%,4,3,75.00%,601,418,69.60%,10,4,19,17,89.50%,11,34,0,0,338,145,42.90%,9,166,56,33.70%,7,52,0,15,98,0,0,0,0,0.00%,4,[  3503 228902   3290  15004   5400   3714  25605   8416   3605   8903]
14706,aaron,hunt,aaron hunt,9/4/1986,30,73,183,left,hamburger sv,,Germany,Goslar,MD,AM,Active,,7000000,,,https://img.a.transfermarkt.technology/portrait/header/4687-1532340699.jpg?lm=1,29,19,5,26.30%,1,5.30%,1,1,100.00%,941,749,79.60%,11,2,24,23,95.80%,7,21,1,33,59,17,28.80%,18,95,35,36.80%,12,75,0,15,97,0,0,0,0,0.00%,4,[15399 20561  3645  3293  3423   173  8945  4513 15526  3353]
